list_uvi,imo_registry,previous_name,yr_name_chng,call_sign,port_regist,flag,rs_cl_notation,oth_notation,type,subtype,date_build,country_build,GT,tonnage,deadweight,displacement,length_overall,rule_length,beam,mld_breadth,height,draught,speed,type_power,engine,nb_pwr_motor,nb_typ_proplr,nb_blade,nb_pwr_generator,nb_boiler,typ_boiler,pressure,heating_surf,owner,ship_name,fishing_gear,engine_power
910566,8860573,,,UEOY,Petropavlovsk-Kamchatsky,Russia,KM(*) L2 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Seiner, Drift net",18.10.1991,USSR,448,134,20,781,44.8,39.3,9.4,9.0,5.1,3.7,11.5,Diesel,"Built ME: 1990
Country Construction: German Democratic Republic
The number and power of ME: 1*589
Mark ME: 6NVD 48A-2U",,1 - Fixed pitched solid propeller,4,3*160,0,,0.0,0,"COLLECTIVE FARM FISHERY BY V.I.LENIN
Address:Russia, 683905 Petropavlovsk-Kamchatskiy, ulitsa Kosmonavtov, 40
IMO:1536738
Email:role@kolhlen.kamchatka.ru
Company Website:",PUTYATIN,"[Trawler, Seiner]",589.0
832329,8228543,RIGHT WHALE,2014.0,UHSB,Bolshoy port of St.-Petersburg,Russia,KM(*) L2[1] AUT2 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Potting, Fish processing",25.09.1984,USSR,4407,1322,181,5720,104.0,96.0,16.0,16.0,10.0,5.0,16.1,Diesel,"Built ME: 1983
Country Construction: USSR
The number and power of ME: 2*2574
Mark ME: 6CHN 40/46 OM4",,1 - Controllable pitch propeller,4,2*1600 3*200 2*517,0,,0.0,0,"ATLANTIC WHALE LTD
Address:Russia, 191119 St.Petersburg, ul. Sotsialisticheskaya, d. 14, lit. A
IMO:
Email:spb@atlanticwhale.ru
Company Website:",RIGHTWHALE,[Trawler],5148.0
821174,8038247,,,UHTY,Vladivostok,Russia,KM(*) L3 R1 fishing vessel,,Fishing,Refrigerated cargo machinery,22.10.1982,USSR,292,87,9,328,37.0,33.0,7.8,7.0,3.6,2.9,11.0,Diesel,"Built ME: 1982
Country Construction: German Democratic Republic
The number and power of ME: 1*425
Mark ME: 8VD 36/24 A-1U",,1 - Controllable pitch propeller,3,2*216,0,,0.0,0,"OSTROV Co., Ltd
Address:Russia, 690091 Vladivostok, ul. Pologaya 53, kab. 218
IMO:
Email:prk-v@ibox.ru
Company Website:",RAPANA,[Others],425.0
851067,8727771,RAUDE,1996.0,UHHO,Vladivostok,Russia,KM(*) L3 (REF) fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Shrimp trawl, Pair trawler",26.05.1986,USSR,359,107,12,560,35.7,31.0,8.9,8.0,6.0,3.4,10.2,Diesel,"Built ME: 1985
Country Construction: German Democratic Republic
The number and power of ME: 1*589
Mark ME: 6NVD 48A-2U",,1 - Fixed pitched solid propeller,4,2*200,0,,0.0,0,"""SlyFish"", Private Limited Company
Address:Russia, Vladivostok, ul. Kalinina 231, office 201
IMO:
Email:vts2003@mail.ru
Company Website:",RAUDE,[Trawler],589.0
851118,8722123,???????,2016.0,UCXF,Vladivostok,Russia,KM(*) L2 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Seiner, Purse net",19.04.1986,USSR,868,260,31,1282,53.7,47.9,10.7,10.0,6.0,4.0,12.7,Diesel,"Built ME: 1985
Country Construction: German Democratic Republic
The number and power of ME: 1*970
Mark ME: 8NVD 48A-2U",,1 - Controllable pitch propeller,3,2*160 1*300 1*450,0,,0.0,0,"ALEUT-VLK Ltd.
Address:Russia, 690039 Vladivostok, ul. Russkaya,d. 19, lit. A, 1301
IMO:5916306
Email:samus2009eu@yandex.ru
Company Website:",RASHKOV,"[Trawler, Seiner]",970.0
960711,8938435,OCEAN GLORY,2016.0,UIPQ,Sovetskaya Gavan,Russia,(KM)* fishing vessel,,Fishing,"Refrigerated cargo machinery, Live-crab",15.04.1997,Taiwan,721,331,40,1102,57.0,50.1,8.0,8.0,3.8,3.0,13.0,Diesel,"Built ME: 1997
Country Construction: Japan
The number and power of ME: 1*1176
Mark ME:",,1 - Fixed pitched solid propeller,4,2*320,0,,0.0,0,"CJSC ""AKROS 4""
Address:Russia, 680038 Khabarovsk,ul.Serysheva, 31
IMO:
Email:sigma-m-tech@mail.ru
Company Website:",REAL,[Others],1176.0
873579,8727733,????,2012.0,UDKH,Petropavlovsk-Kamchatsky,Russia,KM(*) L2 (REF) fishing vessel,,Fishing,"Refrigerated cargo machinery, Crab",26.08.1988,USSR,853,255,25,1228,53.7,47.9,10.7,10.0,6.0,4.0,12.7,Diesel,"Built ME: 2001
Country Construction: Denmark
The number and power of ME: 1*1470
Mark ME: 6L 28/32A",,1 - Controllable pitch propeller,3,1*560 2*160,0,,0.0,0,"POLARIS CO., LTD
Address:Russia, 683000 Petropavlovsk-Kamchatskiy, ul. Sovetskaya 16, of.5
IMO:5585675
Email:info@fishpolaris.ru
Company Website:www.fishpolaris.ru",REGUL,[Others],1470.0
903083,8860585,,,UGEV,Vladivostok,Russia,KM(*) L2 fishing vessel,,Fishing,"Stern Trawler, Seiner, Purse net",30.11.1991,USSR,738,221,32,1228,53.0,47.9,10.7,10.0,6.0,4.0,12.6,Diesel,"Built ME: 1990
Country Construction: Germany
The number and power of ME: 1*970
Mark ME: 8NVD 48A-2U",,1 - Controllable pitch propeller,3,3*150 1*300,0,,0.0,0,"DALMOREPRODUKT JSC
Address:Russia, 690600 Vladivostok, ulitsa Pologaya 53
IMO:1445277
Email:toma@dmp.ru; krab@dmp.ru
Company Website:www.dmp.ru",REYNEKE,"[Trawler, Seiner]",970.0
904851,8846620,REIU,2005.0,UEKU,Murmansk,Russia,KM(*) L3 R1 fishing vessel,,Fishing,"Stern Trawler, Pair trawler",01.11.1991,USSR,121,36,2,177,25.0,22.0,7.0,6.7,3.0,2.3,9.5,Diesel,"Built ME: 1990
Country Construction: German Democratic Republic
The number and power of ME: 1*220
Mark ME: 6NVD 26A-2",,1 - Fixed pitched solid propeller,4,1*14 1*25,0,,0.0,0,"ARCTIC MARITIME CO LTD
Address:Russia, 183010 Murmansk, prospekt Kirova 32/1, office 7
IMO:
Email:atoll-nord@rambler.ru
Company Website:",REIU,[Trawler],220.0
921486,9101039,,,UAAK,Murmansk,Russia,KM(*) L3 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery",30.09.1993,Ukraine,811,243,39,1220,54.8,50.0,10.1,9.0,5.0,4.1,12.0,Diesel,"Built ME: 1992
Country Construction: Germany
The number and power of ME: 1*852
Mark ME: 8NVD 48A-2U",,1 - Controllable pitch propeller,4,4*160,0,,0.0,0,"NORTH-WEST FISHING COMPANY-MURMANSK CO., LTD
Address:Russia, 183001 Murmansk, ul.Tralovaya, 43
IMO:1962485
Email:mls@vrm.ru
Company Website:",RETINSKOE,[Trawler],852.0
611960,5388342,RIMFORS,2016.0,UBIO8,Bolshoy port of St.-Petersburg,Russia,(KM)* Ice1 R2 fishing vessel,,Fishing,,11.12.1961,The Netherlands,163,49,9,356,30.0,25.0,6.5,6.5,3.5,3.3,10.0,Diesel,"Built ME: 2001
Country Construction: United States of America
The number and power of ME: 1*559
Mark ME: KTA 38M",,1 - Controllable pitch propeller,4,1*80 1*28,0,,0.0,0,"TEKHMASHPROM, LTD
Address:Russia, 192236 St.Petersburg, ul. Bely Kuna, d. 30, lit. A, of. 308
IMO:
Email:9643061@mail.ru, a9977101@gmail.com
Company Website:",RIMFORS,,559.0
887340,8708373,ROSSYOKI,2006.0,UDDZ,Murmansk,Russia,KM* L4 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery",15.10.1988,Norway,383,114,16,681,34.0,28.0,8.1,8.0,6.7,4.4,10.0,Diesel,"Built ME: 1988
Country Construction: Finland
The number and power of ME: 1*1120
Mark ME: 8V22 MD-C",,1 - Controllable pitch propeller,4,1*600 1*350,0,,0.0,0,"ARCTICFLOT CO LTD
Address:Russia, 183038 Murmansk, ul.Tralovaya, 51
IMO:1699103
Email:klimenko@nordpilgrim.com, NP@nordpilgrim.com
Company Website:",ROSSYOKI,[Trawler],1120.0
931280,9287649,,,UAQV,Murmansk,Russia,KM(*) L4 R1 fishing vessel,,Fishing,"Stern Trawler, Pair trawler",12.08.2002,Russia,117,35,3,174,25.0,22.0,7.0,6.0,3.0,2.3,10.0,Diesel,"Built ME: 1990
Country Construction: German Democratic Republic
The number and power of ME: 1*220
Mark ME: 6NVD 26A-2",,1 - Fixed pitched solid propeller,4,1*16 1*30,0,,0.0,0,"NORTHERN SEA MANUFACTURE CO LTD
Address:Russia, 183001 Murmansk, ul.Tralovaya, d.49
IMO:1872116
Email:cmmmur@rambler.ru
Company Website:",RUBIN,[Trawler],220.0
804352,8013431,KAIYO MARU ? 58,1995.0,UCCD,Vladivostok,Russia,(KM)* fishing vessel,,Fishing,"Refrigerated cargo machinery, Drift net, Long line",01.12.1980,Japan,395,188,19,562,45.0,37.0,7.0,7.0,3.0,2.8,0.0,Diesel,"Built ME: 1980
Country Construction: Japan
The number and power of ME: 1*515
Mark ME: DM26R",,1 - Fixed pitched solid propeller,3,1*240 1*176,0,,0.0,0,"Limited Liability Company ""Sea Breeze""
Address:Russia, 690091 Vladivostok,ul.Pushkinskaya,d.22
IMO:
Email:morskoibreeze@gmail.com
Company Website:",RUBINOVYY,[Longline],515.0
850755,8721715,,,UIMN,Petropavlovsk-Kamchatsky,Russia,KM(*) L3 (REF) fishing vessel,,Fishing,"Fish factory, Refrigerated cargo machinery, Long line",30.09.1985,USSR,886,265,40,1220,54.8,50.0,9.9,9.9,6.7,4.1,12.0,Diesel,"Built ME: 1985
Country Construction: German Democratic Republic
The number and power of ME: 1*852
Mark ME: 8NVD 48A-2U",,1 - Controllable pitch propeller,4,4*160,0,,0.0,0,"TYMLATSKIY RYBOKOMBINAT CO., LTD
Address:Russia, 683000 Petropavlovsk-Kamchatskiy, pl. Shchedrina 1, a/ya 220
IMO:
Email:office@rkz55.ru
Company Website:",RUMYANTSEVO,[Longline],852.0
930536,9100944,,,UHQH,Murmansk,Russia,KM(*) L3 R1 fishing vessel,,Fishing,"Stern Trawler, Pair trawler",21.10.1993,Russia,117,35,3,177,25.0,22.0,7.0,6.0,3.0,2.3,9.5,Diesel,"Built ME: 1988
Country Construction: Germany
The number and power of ME: 1*272
Mark ME: 6NVD 26-A3",,1 - Fixed pitched solid propeller,4,2*14,0,,0.0,0,"KARELFISH-1 CO LTD
Address:Russia, 183001 Murmansk, Rybnyy port, prichal 20
IMO:5188402
Email:karelfish@mail.ru
Company Website:",RUNO,[Trawler],272.0
852445,8522183,???????,2002.0,UGHD,Nevelsk,Russia,KM(*) L2[1] REF fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Purse net, Fish processing",26.08.1985,German Democratic Republic,1898,569,69,2470,62.2,55.0,13.8,13.0,9.0,5.2,12.9,Diesel,"Built ME: 1985
Country Construction: German Democratic Republic
The number and power of ME: 2*883
Mark ME: 8VD 26/20 AL-2",,1 - Controllable pitch propeller,4,1*640 2*568 1*56,0,,0.0,0,"DALMAR CO LTD
Address:Russia, Sakhalinskaya oblast, Aniva, ulitsa Traktornaya 8
IMO:
Email:
Company Website:",RUSSKIYVITYAZ,[Trawler],1766.0
852290,8522078,ZLATNO MORE,2008.0,UBKF9,Petropavlovsk-Kamchatsky,Russia,KM(*) Ice3[1] AUT2 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Purse net, Fish processing",12.04.1985,German Democratic Republic,1907,572,69,2470,62.2,55.0,13.8,0.0,9.0,5.2,12.9,Diesel,"Built ME: 1985
Country Construction: German Democratic Republic
The number and power of ME: 2*882
Mark ME: 8VD 26/20 AL-2",,1 - Controllable pitch propeller,4,1*640 2*568,0,,0.0,0,"""KAMCHATRYBPROM"", JOINT-STOCK COMPANY
Address:Russia, 683003 Petropavlovsk-Kamchatskiy, ulitsa Leningradskaya 35
IMO:
Email:krp@mail.kamchatka.ru
Company Website:",RYBAK,[Trawler],1764.0
912627,8901494,HAVBRYN,2012.0,UDAD,Murmansk,Russia,KM* L4 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery",22.08.1991,Norway,1927,601,116,2900,64.0,55.5,13.0,13.0,8.8,5.7,14.0,Diesel,"Built ME: 2006
Country Construction: Finland
The number and power of ME: 1*3000
Mark ME: W6L32",,1 - Controllable pitch propeller,4,1*1630 2*360,0,,0.0,0,"PJSC ""MURMANSK TRAWL FLEET""
Address:Russia, 183038 Murmansk, ulitsa Shmidta 43
IMO:4001177
Email:mtf@mtf.ru
Company Website:",RYBAK,[Trawler],3000.0
867169,8623755,GEUM CHANG NO.72,2014.0,UBAX,Nakhodka,Russia,(KM)* R2 fishing vessel,,Fishing,,01.10.1986,Korea,212,65,14,428,38.0,34.5,6.0,6.0,3.0,2.6,10.0,Diesel,"Built ME: 1990
Country Construction: Japan
The number and power of ME: 1*883
Mark ME: 6NG25BX",,1 - Fixed pitched solid propeller,4,1*190 1*130,0,,0.0,0,"""RIBATSKIY PUTE"" CO., LTD
Address:Russia, 692900 Nakhodka, pos.Yuzhno-Morskoy, ul.Vostochnaya, 39
IMO:
Email:rybatsky@list.ru
Company Website:",RIBATSKIYPUTE,,883.0
881240,8723880,RYBOLOV-1,2014.0,UBXL9,Temryuk,Russia,KM(*) L3 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Purse net",31.10.1988,USSR,744,223,37,1189,54.8,50.3,10.1,9.0,5.0,4.0,12.0,Diesel,"Built ME: 1987
Country Construction: German Democratic Republic
The number and power of ME: 1*852
Mark ME: 8NVD 48A-2U",,1 - Controllable pitch propeller,4,4*160,0,,0.0,0,"Rybolovnaya Kompaniya ""Bukhta udachi"", LLC
Address:Russia, 105062 Moscow, per Podsosenskiy 13, office 23
IMO:
Email:
Company Website:",RYBOLOV1,[Trawler],852.0
906838,9005314,NO. 307 DAE HWA,2015.0,UBFN2,Nakhodka,Russia,KM* fishing vessel,,Fishing,"Refrigerated cargo machinery, Crab",30.01.1991,Korea,711,327,39,1091,55.0,49.0,9.0,9.0,3.8,3.0,11.7,Diesel,"Built ME: 1990
Country Construction: Korea
The number and power of ME: 1*882
Mark ME: 6M 28 AFTE",,1 - Fixed pitched solid propeller,4,2*304,0,,0.0,0,"PREOBRAZHENSKAYA BASA OF TRAWLING FLEET, PUBLIC JOINT-STOCK COMPANY
Address:Russia, 692998 Primorskiy kr., Lazovskiy r-n, pos.Preobrazhenie, ul. Portovaya, d. 1
IMO:1529360
Email:general@pbtf.ru, sbm@pbtf.ru; mss@pbtf.ru
Company Website:",RYS,[Others],882.0
990560,9207522,OLYMPIC PRAWN,2015.0,UAFL,Murmansk,Russia,KM* Ice2 AUT1 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery",21.12.1999,Norway,2218,665,85,2952,60.0,52.0,14.0,14.0,8.6,5.8,14.5,Diesel,"Built ME: 1999
Country Construction: Finland
The number and power of ME: 1*4300
Mark ME: 9L 32",,1 - Controllable pitch propeller,4,1*2000 1*1360,0,,0.0,0,"SAAMI CO LTD
Address:Russia, 183001 Murmansk, ulitsa Podgornaya 82
IMO:1562028
Email:flot@saami.ru
Company Website:",SAAMI,[Trawler],4300.0
781273,7828700,,,UGEL,Vladivostok,Russia,KM(*) L2 fishing vessel,,Fishing,"Side-fishing, Stern Trawler, Purse net",10.09.1979,USSR,739,221,33,1202,53.7,47.9,10.7,10.0,6.0,4.2,12.6,Diesel,"Built ME: 1997
Country Construction: United States of America
The number and power of ME: 1*1900
Mark ME: 3606 DITA",,1 - Controllable pitch propeller,3,3*160 1*500,0,,0.0,0,"DALMOREPRODUKT JSC
Address:Russia, 690600 Vladivostok, ulitsa Pologaya 53
IMO:1445277
Email:toma@dmp.ru; krab@dmp.ru
Company Website:www.dmp.ru",SADOVSK,[Trawler],1900.0
891079,8730302,SALACGRIVA,1998.0,UGXE,Murmansk,Russia,KM(*) L3 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery",31.10.1989,USSR,814,244,41,1220,54.8,50.0,10.1,9.0,5.0,4.1,12.0,Diesel,"Built ME: 1988
Country Construction: German Democratic Republic
The number and power of ME: 1*852
Mark ME: 8NVD 48A-2U",,1 - Controllable pitch propeller,4,4*160,0,,0.0,0,"NORTH-WEST FISHING COMPANY-MURMANSK CO., LTD
Address:Russia, 183001 Murmansk, ul.Tralovaya, 43
IMO:1962485
Email:mls@vrm.ru
Company Website:",SALACGRIVA,[Trawler],852.0
802164,7945728,,,UEIA,Nakhodka,Russia,KM(*) L2 (REF) fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Seiner, Purse net",30.09.1981,USSR,779,233,32,1202,53.7,47.9,10.7,10.0,6.0,4.2,12.6,Diesel,"Built ME: 1988
Country Construction: German Democratic Republic
The number and power of ME: 1*971
Mark ME: 8NVD 48A-2U",,1 - Controllable pitch propeller,3,1*300 3*160,0,,0.0,0,"OOO ""RK ""NOVYY MIR""
Address:Russia, 690091 Primorskiy kray, g. Vladivostok, Okeanskiy prospekt, dom 13
IMO:
Email:nm@rk-nm.ru
Company Website:",SALMA,"[Trawler, Seiner]",971.0
876721,8967761,SANKICHI MARU ? 5,2002.0,UEYP,Kholmsk,Russia,(KM)* R1 fishing vessel,,Fishing,Crab,01.06.1987,Japan,119,35,8,233,24.9,23.9,5.3,5.3,2.3,2.1,9.0,Diesel,"Built ME: 1987
Country Construction: Japan
The number and power of ME: 1*255
Mark ME: LMG20AX",,1 - Fixed pitched solid propeller,4,1*150 1*50,0,,0.0,0,"SOYUZOKEAN CO LTD
Address:Russia, 694500 Sakhalinskaya obl., Yuzhno-Kurilskiy r-n, pos.Lagunnoe, 6-3
IMO:
Email:souzoceann@rambler.ru
Company Website:",SANKITIMARU?5,[Others],255.0
912449,8860614,,,UHYA,Murmansk,Russia,KM(*) L3 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Purse net",01.07.1992,Ukraine,741,222,41,1220,54.8,50.0,10.1,9.0,5.0,4.1,12.0,Diesel,"Built ME: 1991
Country Construction: German Democratic Republic
The number and power of ME: 1*852
Mark ME: 8NVD 48A-2U",,1 - Controllable pitch propeller,4,4*160,0,,0.0,0,"Ribak Belomorya Ltd
Address:Russia, 183001 Murmansk, ul.Tralovaya, d.49
IMO:
Email:ooo_szrp@mail.ru
Company Website:",SANKTPETERBURG,[Trawler],852.0
872379,8721791,SANTA,1994.0,UBIJ,Murmansk,Russia,KM(*) L3 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery",05.04.1988,USSR,739,222,41,1220,54.8,50.0,9.9,9.0,5.0,4.1,12.0,Diesel,"Built ME: 1987
Country Construction: German Democratic Republic
The number and power of ME: 1*852
Mark ME: 8NVD 48A-2U",,1 - Controllable pitch propeller,4,4*160,0,,0.0,0,"FISHING COLLECTIVE ""BELOMOR""
Address:Russia, 183038 Murmansk, per.Flotskiy, 3, office 53
IMO:1699474
Email:belomor@lzl.ru
Company Website:",SANTA,[Trawler],852.0
940082,9133408,?????,1995.0,UATF,Nevelsk,Russia,KM(*) L3 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery",12.04.1995,Ukraine,749,225,41,1220,54.8,50.0,10.1,9.0,5.0,4.1,12.0,Diesel,"Built ME: 1993
Country Construction: Germany
The number and power of ME: 1*852
Mark ME: 8NVD 48A-2U",,1 - Controllable pitch propeller,4,4*160,0,,0.0,0,"Albakor Prim JSC
Address:Russia, 693020 Sakhalinskaya obl., Yuzhno-Sakhalinsk, ul. Karla Marksa, d. 16, of. 301
IMO:
Email:albakor.prim2013@mail.ru
Company Website:",SANTANA,[Trawler],852.0
846798,8632847,???,2006.0,UDZE,Kholmsk,Russia,(KM)* R1 (REF) fishing vessel,,Fishing,"Side-fishing, Refrigerated cargo machinery, Drift net, Crab",17.03.1984,Japan,214,108,13,420,38.9,33.7,7.4,6.2,2.9,2.7,10.0,Diesel,"Built ME: 1983
Country Construction: Japan
The number and power of ME: 1*595
Mark ME: 6M26AFT",,1 - Fixed pitched solid propeller,4,2*160,0,,0.0,0,"ATLANTIKA CO LTD
Address:Russia, 693010 Yuzhno-Sakhalinsk, ul. Komsomolskaya, d. 154, office 700-702
IMO:5622491
Email:atl.cax@mail.ru
Company Website:",SANSHIROMARU,[Others],595.0
877495,8702680,HAVSTRAND,2013.0,UDHT,Murmansk,Russia,KM* L4 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery",11.12.1987,Norway,2071,715,86,2832,65.0,57.0,13.0,13.0,8.3,5.7,15.5,Diesel,"Built ME: 1986
Country Construction: Norway
The number and power of ME: 1*3000
Mark ME: 10V28B",,1 - Controllable pitch propeller,4,1*515 1*1456,0,,0.0,0,"Rybolovetskiy kolkhoz im. M.I.Kalinina SD
Address:Russia, 163000 Arkhangelsk, ul. Pomorskaya, 34/1
IMO:
Email:fkalinin@atknet.ru; kalinina-sd@yandex.ru; znamya@online.ru
Company Website:",SAPPHIRE2,[Trawler],3000.0
846270,7928213,ATLANTIC,1999.0,UFCZ,Nevelsk,Russia,KM* L3 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Shrimp trawl",21.09.1984,Denmark,863,271,32,1313,51.0,46.2,9.0,9.0,6.5,4.2,12.0,Diesel,"Built ME: 1984
Country Construction: Denmark
The number and power of ME: 1*1320
Mark ME: 6L 28/32-VO",,1 - Controllable pitch propeller,4,3*220,0,,0.0,0,"OOO ""Promflot""
Address:Russia, 693005 Sakhalinskaya obl., Yuzhno-Sakhalinsk, Kholmskoe shosse, d. 30, of. 55
IMO:
Email:promflot@gmail.com
Company Website:",SAPFIR1,[Trawler],1320.0
781216,7828748,????????,2002.0,UGEM,Vladivostok,Russia,KM(*) L2 (REF) fishing vessel,,Fishing,"Side-fishing, Stern Trawler, Refrigerated cargo machinery, Purse net",04.09.1979,USSR,782,234,33,1202,53.7,47.9,10.7,10.0,6.0,4.2,12.7,Diesel,"Built ME: 1979
Country Construction: German Democratic Republic
The number and power of ME: 1*971
Mark ME: 8NVD 48A-2U",,1 - Controllable pitch propeller,3,3*160 1*300 2*135,0,,0.0,0,"PRIMFISHPORT LLC
Address:Russia, 690039 Vladivostok, Eniseyskaya, 21A, office 24
IMO:
Email:tatarnikovru@list.ru
Company Website:",SARGAL,[Trawler],971.0
791355,7832866,,,UHGK,Nevelsk,Russia,KM(*) L2 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery",26.08.1980,Ukraine,867,260,29,1202,53.7,47.9,10.7,10.0,6.0,4.2,12.6,Diesel,"Built ME: 1990
Country Construction: Germany
The number and power of ME: 1*971
Mark ME: 8NVD 48A-2U",,1 - Controllable pitch propeller,3,3*160 1*300,0,,0.0,0,"OOO ""Promflot""
Address:Russia, 693005 Sakhalinskaya obl., Yuzhno-Sakhalinsk, Kholmskoe shosse, d. 30, of. 55
IMO:
Email:promflot@gmail.com
Company Website:",SARYCHEVSK,[Trawler],971.0
800775,7942154,SORVE,1996.0,UCHP,Murmansk,Russia,KM(*) L3 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Purse net",03.04.1981,USSR,795,242,44,1220,54.8,50.2,9.9,9.0,5.0,4.1,12.0,Diesel,"Built ME: 1989
Country Construction: German Democratic Republic
The number and power of ME: 1*853
Mark ME: 8NVD 48A-2U",,1 - Controllable pitch propeller,4,4*150,0,,0.0,0,"SEVERNYE MORSKIE EKSPEDITSII, LTD
Address:Russia, 183001 Murmansk, ul.Podgornaya, d.86, office 221
IMO:
Email:severbunker051@gmail.com
Company Website:",SVETLANA,[Trawler],853.0
704099,7106322,??? ???????,2014.0,UEKT,Kholmsk,Russia,(KM)* R1 (REF) fishing vessel,,Fishing,"Stern-fishing, Refrigerated cargo machinery",21.08.1970,Japan,662,332,32,1029,54.0,48.0,8.0,8.0,3.8,3.4,11.0,Diesel,"Built ME: 1970
Country Construction: Japan
The number and power of ME: 1*882
Mark ME: 6D SM 26S",,1 - Fixed pitched solid propeller,4,1*250 1*400,0,,0.0,0,"GRANIS CO LTD
Address:Russia, 680000 Khabarovsk, Amurskiy bulv., 2, of. 126
IMO:
Email:sbmgranis@mail.ru
Company Website:",SVETLYI,[Others],882.0
540214,6860294,??-1262,1975.0,UGHW,Nevelsk,Russia,KM(*) L3 R1 fishing vessel,,Fishing,Crab,04.01.1955,German Democratic Republic,248,105,13,424,38.0,34.0,7.2,7.0,3.0,2.7,9.0,Diesel,"Built ME: 1994
Country Construction: German Democratic Republic
The number and power of ME: 1*225
Mark ME: 8NVD 36-1U",,1 - Fixed pitched solid propeller,3,1*60 1*96,0,,0.0,0,"OOO ""FOREVER""
Address:Russia 693000 Sakhalinskaya oblasty, g. Yuzhno-Sakhalinsk, ul. Karla Marksa, d. 20, office 112
IMO:5933091
Email:forever@yukr.ru
Company Website:",SVIRITSA,[Others],225.0
900051,8834782,,,UCMB,Petropavlovsk-Kamchatsky,Russia,KM(*) L2[1] fishing vessel,,Fishing,"Fish factory, Refrigerated cargo machinery, Crab",30.09.1990,USSR,841,249,33,1249,53.7,47.9,10.7,10.0,6.0,4.0,12.7,Diesel,"Built ME: 1988
Country Construction: German Democratic Republic
The number and power of ME: 1*970
Mark ME: 8NVD 48A-2U",,1 - Controllable pitch propeller,3,1*300 3*160,0,,0.0,0,"COLLECTIVE FARM FISHERY BY V.I.LENIN
Address:Russia, 683905 Petropavlovsk-Kamchatskiy, ulitsa Kosmonavtov, 40
IMO:1536738
Email:role@kolhlen.kamchatka.ru
Company Website:",SVYATOGOR,[Others],970.0
920765,9116979,SANTE VALDERRANA,2001.0,UDEN,Nakhodka,Russia,"KM(*) L3 AUT2 (REF) fishing vessel (L3 at d <= 4,04 m)",,Fishing,"Fish factory, Refrigerated cargo ship",25.05.1994,Lithuania,2416,724,110,1848,85.0,76.0,13.0,13.0,6.0,4.1,11.3,Diesel,"Built ME: 1991
Country Construction: Germany
The number and power of ME: 1*852
Mark ME: 8NVD 48A-2U",,1 - Fixed pitched solid propeller,4,2*500 1*200 1*580,0,,0.0,0,"ELBRUS CO LTD
Address:Russia, 692446 Primorskiy kray, Dalnegorsk, prospekt 50 let Oktyabrya, dom 116
IMO:
Email:kiskorov.g@yandex.ru; fish042011@mail.ru
Company Website:",SVYATOYVLADIMIR,[Others],852.0
913314,9081447,,,UCME,Petropavlovsk-Kamchatsky,Russia,KM(*) L2 fishing vessel,,Fishing,"Stern Trawler, Refrigerated cargo machinery, Seiner, Drift net",15.07.1992,USSR,459,137,20,781,44.8,39.3,9.4,9.0,5.1,3.7,11.5,Diesel,"Built ME: 1992
Country Construction: German Democratic Republic
The number and power of ME: 1*589
Mark ME: 6NVD 48A-2U",,1 - Fixed pitched solid propeller,4,3*150,0,,0.0,0,"POLLUKS CO LTD
Address:Russia, 683009 Petropavlovsk-Kamchatskiy, pr. Tsiolkovskogo 9/1
IMO:1724990
Email:polluks2@mail.kamchatka.ru
Company Website:",SVYATOYNIKOLAY,"[Trawler, Seiner]",589.0
